Day,Home,Away,Conference_Game
82,Illinois Chicago,Old Dominion,0
82,South Dakota St.,Denver,1
82,Cal Baptist,Charleston Southern,0
82,Richmond,Rutgers,0
82,La Salle,Saint Louis,1
82,Ohio St.,North Florida,0
83,Hampton,Elon,1
83,Miami OH,Eastern Michigan,1
83,Western Kentucky,Louisiana Tech,1
83,Brown,Utah St.,0
83,UNC Greensboro,Radford,1
83,Mississippi St.,Vanderbilt,1
83,Gardner Webb,Harvard,0
83,Western Illinois,Army,0
83,Washington St.,The Citadel,0
83,Green Bay,UC Davis,0
83,N.C. State,Wake Forest,1
83,BYU,Fairleigh Dickinson,0
83,UNC Asheville,Charleston Southern,1
83,Southern,Jackson St.,1
83,Illinois,Michigan St.,1
83,Gonzaga,Oakland,0
83,Arizona,Eastern Illinois,0
83,Little Rock,Lindenwood,1
83,Idaho St.,Albany,0
83,Jacksonville,Pacific,0
83,UAB,Charlotte,1
83,West Virginia,Penn St.,0
83,Alabama A&M,Richmond,0
83,Central Connecticut,High Point,0
83,Valparaiso,VCU,0
83,Abilene Christian,Grand Canyon,1
83,Xavier,Marquette,1
83,Queens,Austin Peay,1
83,Nevada,San Diego St.,1
83,New Mexico,Boise St.,1
83,Rhode Island,La Salle,1
83,Bucknell,American,1
83,California,Pittsburgh,1
83,Saint Louis,Massachusetts,1
83,FIU,Old Dominion,0
83,Montana,Idaho,1
83,Appalachian St.,James Madison,1
83,UNLV,LIU,0
83,Iona,Indiana St.,0
83,Virginia Tech,Arkansas St.,0
83,Louisiana Monroe,Central Michigan,0
83,USC,Indiana,1
83,Boston College,Santa Clara,0
83,Tennessee,Auburn,1
83,UNC Wilmington,Charleston,1
83,Wichita St.,Tulane,1
83,Texas Southern,Florida A&M,1
83,Fordham,Air Force,0
84,UMass Lowell,Binghamton,1
84,Pittsburgh,Duke,1
84,UTEP,San Diego St.,0
84,Auburn,James Madison,0
84,West Virginia,Northern Arizona,0
84,Sam Houston St.,Michigan,0
84,Stony Brook,Iona,0
84,Morgan St.,Delaware St.,1
84,East Texas A&M,McNeese St.,1
84,Fairfield,Cal St. Northridge,0
84,FIU,New Mexico St.,1
84,Wyoming,Pepperdine,0
84,Lamar,Northwestern St.,1
84,Xavier,Merrimack,0
84,Saint Mary's,Memphis,0
84,Cornell,Liberty,0
84,Ohio,Illinois,0
84,Rider,Lipscomb,0
84,Valparaiso,Iowa,0
84,George Mason,VCU,1
84,Portland St.,Georgia Southern,0
84,Saint Francis,Nebraska Omaha,0
84,Eastern Michigan,UCF,0
84,Quinnipiac,Manhattan,1
84,Alcorn St.,Arkansas Pine Bluff,1
84,UTSA,UAB,1
84,Central Arkansas,Marshall,0
84,Jacksonville St.,Eastern Kentucky,0
84,Jackson St.,Bethune Cookman,1
84,Cal Baptist,Utah,0
84,Southeastern Louisiana,West Georgia,0
84,Towson,Monmouth,1
84,Stanford,Lafayette,0
84,Charleston Southern,St. Bonaventure,0
84,USC,Wisconsin,1
84,Central Connecticut,Bucknell,0
84,St. Thomas,North Dakota St.,1
84,Wright St.,IU Indy,1
84,UMBC,Southern Utah,0
84,Wagner,Chicago St.,1
84,Akron,Northern Illinois,1
84,Kent St.,Toledo,1
84,Texas St.,Oregon,0
84,Drake,Belmont,1
84,Western Illinois,Northeastern,0
84,Texas A&M Corpus Chris,Kansas,0
84,Alabama,Arkansas,1
84,California,Virginia Tech,1
84,Northern Colorado,Idaho,1
84,Wake Forest,Louisville,1
85,San Diego,Pacific,1
85,Purdue,Michigan,1
85,Louisiana Monroe,Georgia St.,1
85,Detroit Mercy,Kentucky,0
85,James Madison,Marshall,1
85,San Jose St.,Colorado St.,1
85,Stonehill,Stony Brook,0
85,Drake,Tarleton St.,0
85,Northern Illinois,Michigan St.,0
85,New Hampshire,Maine,1
85,Ohio St.,Northwestern,1
85,Texas St.,Arkansas St.,1
85,Fairfield,Marist,1
85,Tennessee,Nebraska,0
85,Oakland,Northern Kentucky,1
85,Penn St.,Oregon,1
85,Portland St.,NJIT,0
85,Abilene Christian,FIU,0
85,Baylor,Colorado,1
85,Georgetown,Eastern Michigan,0
85,Utah St.,Dayton,0
85,Duke,Virginia,1
85,Northern Iowa,Indiana St.,1
85,George Mason,Saint Louis,1
85,Jackson St.,Mississippi Valley St.,1
85,USC,Minnesota,1
85,Navy,Colgate,1
85,Columbia,Incarnate Word,0
85,Grand Canyon,Southern Utah,1
85,Alabama St.,Bethune Cookman,1
85,Oregon St.,Alabama,0
85,Notre Dame,Pittsburgh,1
85,Kansas St.,West Virginia,1
85,Creighton,The Citadel,0
85,LIU,Illinois Chicago,0
85,UT Arlington,Stephen F. Austin,1
85,North Alabama,Stetson,1
85,St. Bonaventure,SIU Edwardsville,0
85,Oklahoma,Texas A&M,1
85,Montana,Rhode Island,0
85,Loyola Chicago,La Salle,1
85,Iowa,UCLA,1
85,Ball St.,Akron,1
85,Chicago St.,Le Moyne,1
85,Sam Houston St.,Liberty,1
85,Gonzaga,Pepperdine,1
85,UTSA,North Texas,1
85,Coastal Carolina,Mercyhurst,0
85,Hofstra,Georgia,0
85,Arkansas Pine Bluff,Arizona,0
86,Coppin St.,Southern Utah,0
86,Longwood,High Point,1
86,Louisiana Tech,UNC Greensboro,0
86,Davidson,George Mason,1
86,UCLA,Washington,1
86,Florida St.,Syracuse,1
86,Florida Gulf Coast,Stephen F. Austin,0
86,UNLV,Wyoming,1
86,Wagner,Fairleigh Dickinson,1
86,Presbyterian,Charleston Southern,1
86,North Florida,Villanova,0
86,Cincinnati,North Carolina A&T,0
86,Sacramento St.,Portland St.,1
86,Abilene Christian,Fresno St.,0
86,Rhode Island,Dayton,1
86,Miami OH,Virginia,0
86,Jackson St.,Alcorn St.,1
86,Arizona St.,Houston,1
86,UC San Diego,Loyola Chicago,0
86,Pittsburgh,Georgetown,0
86,Kent St.,Wisconsin,0
86,Miami FL,North Carolina,1
86,Illinois,Maryland,1
86,Saint Peter's,Georgia St.,0
86,Nebraska,Indiana,1
86,Western Michigan,Tulane,0
86,Idaho St.,Northern Colorado,1
86,Alabama,Mississippi St.,1
86,East Texas A&M,Belmont,0
86,Alabama St.,Mississippi Valley St.,1
86,Boston University,Army,1
86,McNeese St.,Boise St.,0
86,Pacific,Saint Francis,0
86,Columbia,Cornell,1
86,Murray St.,Southern Illinois,1
86,Western Kentucky,UTEP,1
86,UT Rio Grande Valley,UAB,0
86,St. John's,Marquette,1
86,California,USC,0
86,Missouri,Auburn,1
86,Saint Mary's,Pepperdine,1
86,Weber St.,Eastern Washington,1
86,Southern Indiana,Lindenwood,1
86,Colorado,West Virginia,1
86,Louisiana Monroe,Texas St.,1
86,Grand Canyon,Manhattan,0
86,Green Bay,Purdue Fort Wayne,1
86,Akron,Toledo,1
86,Nebraska Omaha,Rider,0
86,Coastal Carolina,Austin Peay,0
87,Massachusetts,Grand Canyon,0
87,Mount St. Mary's,Marist,1
87,Dartmouth,Tennessee,0
87,Santa Clara,Mississippi Valley St.,0
87,Appalachian St.,Marshall,1
87,Maryland,Purdue,1
87,Arizona St.,Georgia Tech,0
87,Alabama A&M,Arkansas Pine Bluff,1
87,Oakland,Wright St.,1
87,Princeton,Duquesne,0
87,Eastern Michigan,Bowling Green,1
87,Abilene Christian,Tarleton St.,1
87,Western Kentucky,Jacksonville St.,1
87,Nebraska Omaha,Minnesota,0
87,San Jose St.,New Mexico,1
87,St. Thomas,South Carolina,0
87,N.C. State,Seton Hall,0
87,Green Bay,Seattle,0
87,Bradley,Belmont,1
87,Cal St. Fullerton,UC Santa Barbara,1
87,Villanova,Rice,0
87,Georgetown,Marquette,1
87,Merrimack,UNLV,0
87,North Dakota,UMKC,1
87,Northwestern,Rutgers,1
87,Grambling St.,Prairie View A&M,1
87,Richmond,Saint Joseph's,1
87,Troy,UT Rio Grande Valley,0
87,Georgia,Stony Brook,0
87,Drake,Stetson,0
87,Queens,Virginia Tech,0
87,Colorado,Cincinnati,1
87,Detroit Mercy,Youngstown St.,1
87,Elon,Northeastern,1
87,Saint Mary's,Albany,0
87,George Mason,Manhattan,0
87,Loyola Chicago,Saint Louis,1
87,Ball St.,Illinois,0
87,Delaware St.,Morgan St.,1
87,George Washington,Fordham,1
87,FIU,Sam Houston St.,1
87,Louisiana Tech,South Carolina St.,0
87,Northern Arizona,Utah Tech,0
87,Northern Colorado,UNC Greensboro,0
87,Maine,New Hampshire,1
87,UMBC,Bryant,1
87,Alabama,Portland St.,0
87,Western Illinois,Southeast Missouri St.,1
87,Indiana,Canisius,0
87,Incarnate Word,Lamar,1
88,San Diego St.,Utah St.,1
88,The Citadel,Manhattan,0
88,Stony Brook,TCU,0
88,Southern Miss,James Madison,1
88,Southeast Missouri St.,Morehead St.,1
88,Incarnate Word,New Orleans,1
88,Davidson,N.C. State,0
88,Missouri St.,Belmont,1
88,UC Santa Barbara,Bethune Cookman,0
88,Binghamton,Vermont,1
88,NJIT,Mississippi St.,0
88,Colorado,Utah,1
88,Marquette,Seton Hall,1
88,Iowa St.,Utah Valley,0
88,Tulane,East Carolina,1
88,Central Connecticut,Fresno St.,0
88,UC Davis,Hawaii,1
88,UNC Asheville,Gardner Webb,1
88,Cal St. Fullerton,Cal Poly,1
88,Merrimack,Wagner,1
88,Jacksonville,Eastern Kentucky,1
88,Canisius,Ohio,0
88,Northwestern,Ohio St.,1
88,Elon,Butler,0
88,Miami OH,UMass Lowell,0
88,Presbyterian,USC Upstate,1
88,Portland,Liberty,0
88,Florida Atlantic,Wichita St.,1
88,Oregon St.,Alabama,0
88,Auburn,Oklahoma,1
88,Saint Joseph's,Saint Louis,1
88,Duke,Clemson,1
88,Northern Arizona,Western Michigan,0
88,Providence,St. John's,1
88,California,Pepperdine,0
88,Southern Illinois,New Mexico St.,0
88,Vanderbilt,Georgia,1
88,Florida,Mississippi,1
88,Kansas,Texas Tech,1
88,Milwaukee,Notre Dame,0
88,Maryland,Nicholls St.,0
88,Tennessee Tech,SIU Edwardsville,1
88,Illinois St.,Indiana St.,1
88,Alabama A&M,Mississippi Valley St.,1
88,Mercyhurst,Texas A&M Corpus Chris,0
88,Arkansas St.,Eastern Illinois,0
88,Northeastern,Michigan,0
88,Maine,Bowling Green,0
88,Chicago St.,Duquesne,0
88,Massachusetts,Central Michigan,0
89,Fordham,Loyola Chicago,1
89,Creighton,Toledo,0
89,Mississippi Valley St.,Florida A&M,1
89,Wyoming,UNLV,1
89,Cal Baptist,Utah Tech,1
89,Duquesne,Canisius,0
89,Georgia,Southeastern Louisiana,0
89,Western Michigan,Northeastern,0
89,East Carolina,Charlotte,1
89,Minnesota,Oregon,1
89,South Dakota,Kennesaw St.,0
89,Ohio St.,Purdue,1
89,Saint Mary's,Portland,1
89,Wright St.,Oregon St.,0
89,Baylor,Kansas St.,1
89,Dayton,Saint Louis,1
89,Georgia Tech,Virginia Tech,1
89,Miami FL,Indiana St.,0
89,Ball St.,Northern Illinois,1
89,Missouri St.,Hofstra,0
89,Lipscomb,Stetson,1
89,Delaware,Texas,0
89,Wichita St.,Tulsa,1
89,Texas A&M,Oklahoma,1
89,Tennessee St.,Southern Indiana,1
89,Arkansas St.,Cal Poly,0
89,Houston,Marquette,0
89,Texas A&M Corpus Chris,Rice,0
89,Holy Cross,Northern Iowa,0
89,UMKC,Maryland Eastern Shore,0
89,Princeton,Wisconsin,0
89,N.C. State,California,1
89,UNC Asheville,Louisiana,0
89,Army,George Washington,0
89,Lafayette,Lehigh,1
89,Northern Colorado,North Carolina A&T,0
89,Syracuse,Pittsburgh,1
89,Stonehill,Saint Francis,1
89,Virginia,Michigan,0
89,Boston College,BYU,0
89,Utah St.,Air Force,1
89,Kent St.,Eastern Michigan,1
89,Temple,FIU,0
89,Alabama A&M,Xavier,0
89,NJIT,Southern Illinois,0
89,Monmouth,East Texas A&M,0
89,Richmond,Michigan St.,0
89,Elon,UC San Diego,0
89,Winthrop,Longwood,1
89,South Alabama,Tennessee,0
90,American,Radford,0
90,Northern Iowa,Evansville,1
90,Oregon,Michigan St.,1
90,Indiana,Minnesota,1
90,Coppin St.,Bellarmine,0
90,Eastern Illinois,Charlotte,0
90,Coastal Carolina,UNC Greensboro,0
90,Virginia,Virginia Tech,1
90,Oregon St.,San Francisco,1
90,Queens,Saint Francis,0
90,Appalachian St.,Georgia Southern,1
90,Washington St.,Gonzaga,1
90,Boise St.,Ohio St.,0
90,Fordham,Villanova,0
90,Georgia Tech,North Carolina,1
90,Morehead St.,Lindenwood,1
90,Southern Miss,Marshall,1
90,Eastern Washington,Idaho,1
90,St. John's,Liberty,0
90,William & Mary,Miami FL,0
90,San Diego St.,UNLV,1
90,Charleston,Northeastern,1
90,UCF,West Virginia,1
90,Rutgers,Iowa,1
90,Florida A&M,Prairie View A&M,1
90,Cal St. Fullerton,UC Riverside,1
90,Arkansas,Manhattan,0
90,Montana St.,Montana,1
90,Bowling Green,Ohio,1
90,Marist,South Carolina,0
90,Bethune Cookman,Dartmouth,0
90,UC Santa Barbara,Arizona St.,0
90,Merrimack,Hawaii,0
90,Milwaukee,Green Bay,1
90,South Alabama,Louisiana Monroe,1
90,South Dakota,North Dakota,1
90,BYU,Boston College,0
90,Mississippi,Northwestern,0
90,UTSA,South Florida,1
90,Duke,Stanford,1
90,Lehigh,Holy Cross,1
90,Robert Morris,Colorado St.,0
90,Loyola Chicago,Utah St.,0
90,Loyola Marymount,Portland,1
90,SIU Edwardsville,Drexel,0
90,Colorado,Nicholls St.,0
90,South Carolina St.,Oral Roberts,0
90,Southern,Mississippi Valley St.,1
90,Central Arkansas,Murray St.,0
90,Elon,UNC Wilmington,1
91,Weber St.,Montana,1
91,Western Kentucky,Memphis,0
91,Toledo,Kent St.,1
91,Longwood,Incarnate Word,0
91,UMBC,Albany,1
91,UT Rio Grande Valley,Nicholls St.,1
91,Arkansas Pine Bluff,Santa Clara,0
91,The Citadel,North Carolina A&T,0
91,UC Irvine,UC Santa Barbara,1
91,Princeton,Yale,1
91,Bethune Cookman,Southern,1
91,Texas Southern,Alabama A&M,1
91,Nevada,Air Force,1
91,Iona,Sacramento St.,0
91,Indiana St.,Drake,1
91,Texas St.,Utah Tech,0
91,USC,Rutgers,1
91,Mississippi St.,Arkansas,1
91,Chicago St.,Mercyhurst,1
91,Youngstown St.,Missouri,0
91,Appalachian St.,Little Rock,0
91,Central Connecticut,Portland St.,0
91,Kansas,West Virginia,1
91,Georgetown,Ohio St.,0
91,Queens,Hampton,0
91,Milwaukee,Howard,0
91,Coastal Carolina,Duquesne,0
91,Wyoming,Grambling St.,0
91,Florida Gulf Coast,Jacksonville,1
91,UCLA,Illinois,1
91,Arizona,Cincinnati,1
91,South Alabama,Old Dominion,1
91,Arizona St.,Iowa,0
91,Florida Atlantic,Marist,0
91,UNC Greensboro,Gardner Webb,1
91,Detroit Mercy,Evansville,0
91,Bradley,Illinois Chicago,1
91,NJIT,New Hampshire,1
91,Winthrop,UNC Asheville,1
91,Syracuse,Florida St.,1
91,Montana St.,Seton Hall,0
91,Clemson,Pittsburgh,1
91,Wisconsin,Cornell,0
91,Iowa St.,TCU,1
91,Wichita St.,UMass Lowell,0
91,McNeese St.,East Texas A&M,1
92,Saint Mary's,Gonzaga,1
92,Western Michigan,Pittsburgh,0
92,Delaware,UTEP,0
92,South Carolina St.,Long Beach St.,0
92,Washington St.,Oregon St.,1
92,George Mason,Rhode Island,1
92,Houston,Oklahoma St.,1
92,West Virginia,Arizona St.,1
92,Southeast Missouri St.,Tennessee St.,1
92,Oakland,IU Indy,1
92,South Carolina,Florida,1
92,East Carolina,UAB,1
92,Stonehill,Charleston,0
92,Akron,Central Connecticut,0
92,Seattle,UT Arlington,1
92,Maryland Eastern Shore,Xavier,0
92,Lehigh,Hofstra,0
92,Tulsa,Illinois,0
92,Austin Peay,Bellarmine,1
92,Marquette,St. John's,1
92,Toledo,Bethune Cookman,0
92,Georgetown,Villanova,1
92,Western Kentucky,Sam Houston St.,1
92,N.C. State,Georgia Tech,1
92,Denver,Oral Roberts,1
92,Maine,Santa Clara,0
92,Idaho,Sacramento St.,1
92,Towson,William & Mary,1
92,Penn,Minnesota,0
92,Rutgers,UCLA,1
92,Quinnipiac,Murray St.,0
92,LIU,Saint Francis,1
92,Arkansas St.,Old Dominion,1
92,USC,Oregon,1
92,Nicholls St.,New Orleans,1
92,Florida A&M,Texas Southern,1
92,UT Rio Grande Valley,Houston Christian,1
92,Iowa St.,BYU,1
92,The Citadel,Lindenwood,0
92,Vermont,New Mexico St.,0
92,New Hampshire,Utah,0
92,Cornell,Southern Utah,0
92,Lipscomb,West Georgia,1
92,Furman,Samford,1
92,Kansas,TCU,1
92,Charleston Southern,UNC Greensboro,1
92,Dartmouth,Tennessee Martin,0
93,Radford,Michigan St.,0
93,Cincinnati,Kansas St.,1
93,BYU,Troy,0
93,Kansas,Arizona,1
93,Western Illinois,Tennessee Tech,1
93,North Dakota,McNeese St.,0
93,Queens,Bellarmine,1
93,Iowa,Manhattan,0
93,USC Upstate,Longwood,1
93,Northern Illinois,Lipscomb,0
93,Oklahoma,Tennessee,1
93,Clemson,Louisville,1
93,Holy Cross,Lafayette,1
93,Massachusetts,Fordham,1
93,Pepperdine,Pacific,1
93,Southern,Texas Southern,1
93,Jackson St.,Western Carolina,0
93,William & Mary,Northeastern,1
93,Southern Utah,Abilene Christian,1
93,Kennesaw St.,Jacksonville St.,1
93,Drake,Nicholls St.,0
93,Stephen F. Austin,Davidson,0
93,Western Michigan,NJIT,0
93,Wright St.,Cornell,0
93,Coastal Carolina,Texas St.,1
93,Morehead St.,Tennessee Martin,1
93,Arizona St.,Washington,0
93,Cal St. Fullerton,UC Davis,1
93,Wisconsin,Oregon,1
93,Tulane,Rice,1
93,Missouri,Kentucky,1
93,Arkansas Pine Bluff,Mississippi Valley St.,1
93,Colorado,Alabama,0
93,Mercer,VMI,1
93,Northwestern,Vermont,0
93,Winthrop,Oklahoma St.,0
93,California,Notre Dame,1
93,Navy,Morgan St.,0
93,George Mason,St. Bonaventure,1
93,New Orleans,Houston Christian,1
93,Washington St.,Connecticut,0
93,Eastern Kentucky,UMass Lowell,0
93,Coppin St.,Howard,1
93,George Washington,VCU,1
93,Fairfield,Rutgers,0
93,Miami FL,Wake Forest,1
93,Illinois Chicago,Weber St.,0
93,Indiana St.,Southern Illinois,1
93,North Florida,Texas A&M,0
93,UCLA,Creighton,0
94,Manhattan,Alabama A&M,0
94,San Diego,Stony Brook,0
94,Bethune Cookman,Wisconsin,0
94,Saint Mary's,Santa Clara,1
94,William & Mary,UNC Wilmington,1
94,Texas Southern,Florida St.,0
94,Iowa,Nevada,0
94,Niagara,Wichita St.,0
94,Northeastern,Little Rock,0
94,Louisiana Monroe,South Alabama,1
94,Hawaii,UC San Diego,1
94,Tennessee Tech,Lindenwood,1
94,Binghamton,Albany,1
94,Maryland Eastern Shore,South Carolina St.,1
94,UT Arlington,Auburn,0
94,Miami FL,Virginia,1
94,Colgate,Bucknell,1
94,Arizona St.,Cincinnati,1
94,North Carolina,Grambling St.,0
94,Creighton,Connecticut,1
94,Denver,Mississippi,0
94,Drexel,Southern Indiana,0
94,Rhode Island,Richmond,1
94,Minnesota,Michigan St.,1
94,Southern Illinois,Northern Iowa,1
94,Buffalo,Syracuse,0
94,Vanderbilt,Quinnipiac,0
94,Milwaukee,Purdue Fort Wayne,1
94,Tarleton St.,Missouri,0
94,New Hampshire,Bryant,1
94,Drake,Bradley,1
94,Southeastern Louisiana,Central Connecticut,0
94,Murray St.,Illinois St.,1
94,Idaho St.,Cornell,0
94,Oregon,Detroit Mercy,0
94,Howard,Youngstown St.,0
94,Oral Roberts,Providence,0
94,Appalachian St.,Coastal Carolina,1
94,Robert Morris,Iona,0
94,High Point,N.C. State,0
94,Delaware,Xavier,0
94,West Virginia,Utah St.,0
94,Tulane,Stonehill,0
94,Sam Houston St.,Columbia,0
94,Campbell,George Washington,0
94,San Diego St.,Toledo,0
94,Purdue,Ohio St.,1
94,Nebraska Omaha,UMKC,1
94,VMI,East Tennessee St.,1
94,UNC Asheville,Boston College,0
95,Radford,UT Arlington,0
95,Louisiana,Georgia St.,1
95,East Texas A&M,Winthrop,0
95,Washington St.,Pepperdine,1
95,Purdue,Delaware,0
95,Indiana,UCLA,1
95,Loyola Marymount,LSU,0
95,San Diego,Colgate,0
95,Wofford,Furman,1
95,Delaware St.,Stanford,0
95,Rutgers,North Texas,0
95,Cincinnati,UCF,1
95,Yale,Florida A&M,0
95,Fairleigh Dickinson,Wagner,1
95,Army,Mississippi St.,0
95,Rice,Charlotte,1
95,Jacksonville St.,Sam Houston St.,1
95,UTEP,New Mexico St.,1
95,East Tennessee St.,South Alabama,0
95,Grambling St.,Portland,0
95,Washington,Maryland,1
95,Illinois St.,Alcorn St.,0
95,Troy,Kansas St.,0
95,North Alabama,South Carolina,0
95,Cal St. Bakersfield,Hawaii,1
95,N.C. State,Maine,0
95,Murray St.,Valparaiso,1
95,Memphis,Campbell,0
95,UAB,Temple,1
95,Marist,Iona,1
95,Cal St. Northridge,Northern Colorado,0
95,Wichita St.,Houston,0
95,California,Virginia,1
95,Loyola MD,Fordham,0
95,Stonehill,Texas A&M,0
95,North Florida,Bellarmine,1
95,Western Michigan,Miami OH,1
95,Purdue Fort Wayne,Robert Morris,1
95,Mount St. Mary's,Siena,1
95,Marshall,Coastal Carolina,1
95,Nicholls St.,Incarnate Word,1
95,Iowa,Northwestern,1
95,UC Riverside,Baylor,0
95,Fresno St.,Nevada,1
95,Georgia,Houston Christian,0
95,Penn St.,Nebraska,1
96,Fairleigh Dickinson,Stonehill,1
96,NJIT,UMass Lowell,1
96,Army,Holy Cross,1
96,UT Rio Grande Valley,Texas A&M Corpus Chris,1
96,Le Moyne,Lindenwood,0
96,Xavier,McNeese St.,0
96,Duquesne,Eastern Washington,0
96,Cincinnati,Iowa St.,1
96,Milwaukee,Kansas St.,0
96,Rutgers,Oregon,1
96,Nebraska,Iowa,1
96,Gonzaga,Washington St.,1
96,Grambling St.,Arkansas Pine Bluff,1
96,Washington,Northwestern,1
96,Bellarmine,Georgetown,0
96,Valparaiso,Evansville,1
96,Texas Southern,Louisville,0
96,Mississippi Valley St.,Mercer,0
96,Fresno St.,New Mexico,1
96,South Dakota,Missouri St.,0
96,BYU,Houston,1
96,Alabama A&M,Southern,1
96,Illinois St.,Canisius,0
96,Virginia,Boston College,1
96,USC,American,0
96,Drexel,William & Mary,1
96,IU Indy,Miami FL,0
96,Utah,Morgan St.,0
96,Cal St. Northridge,Hawaii,1
96,Morehead St.,Eastern Illinois,1
96,Hampton,North Carolina A&T,1
96,Bucknell,Arkansas,0
96,Fordham,Albany,0
96,Merrimack,Central Connecticut,1
96,Vermont,San Diego St.,0
96,Charleston,Monmouth,1
96,Youngstown St.,Stony Brook,0
96,Kentucky,Wofford,0
96,Old Dominion,James Madison,1
96,South Alabama,Texas St.,1
96,East Texas A&M,Lamar,1
96,Dartmouth,Cornell,1
96,UCF,Indiana,0
96,The Citadel,Samford,1
96,Louisiana Monroe,Northern Kentucky,0
96,Bethune Cookman,Florida A&M,1
96,USC Upstate,Winthrop,1
96,Illinois Chicago,Sacramento St.,0
96,Northern Illinois,Central Michigan,1
96,Chicago St.,Georgia Southern,0
97,South Florida,East Carolina,1
97,American,Army,1
97,Youngstown St.,Northern Kentucky,1
97,Wisconsin,Penn St.,1
97,Villanova,Georgetown,1
97,Temple,Ball St.,0
97,Cincinnati,West Virginia,1
97,Oregon St.,San Diego,1
97,BYU,UC Davis,0
97,Stetson,Southern Indiana,0
97,Alcorn St.,Florida A&M,1
97,Texas A&M,South Carolina,1
97,Stephen F. Austin,Grand Canyon,1
97,Saint Francis,Merrimack,1
97,Yale,Brown,1
97,St. Thomas,East Texas A&M,0
97,UCLA,Michigan St.,1
97,Morehead St.,Southern Illinois,0
97,Rice,Wichita St.,1
97,California,SMU,1
97,Wake Forest,Syracuse,1
97,Pittsburgh,UMBC,0
97,Mercyhurst,UNC Asheville,0
97,N.C. State,Boston College,1
97,Northeastern,Loyola Marymount,0
97,Idaho,Northern Arizona,1
97,Marshall,Sacramento St.,0
97,Elon,Boston University,0
97,Nebraska,Ohio St.,1
97,Lafayette,Holy Cross,1
97,Lipscomb,Florida Gulf Coast,1
97,Denver,Loyola Chicago,0
97,Florida St.,North Carolina,1
97,Incarnate Word,Southeastern Louisiana,1
97,Northwestern St.,Campbell,0
97,Georgia Southern,Georgia St.,1
97,Iowa,Purdue,1
97,Louisiana Monroe,Old Dominion,1
97,Northwestern,UC Riverside,0
97,Niagara,Valparaiso,0
97,Middle Tennessee,Toledo,0
97,Nevada,Notre Dame,0
97,Florida,Texas,1
97,Iona,Maryland Eastern Shore,0
97,Eastern Michigan,Tulsa,0
98,Hampton,Delaware,1
98,Fresno St.,Colorado St.,1
98,North Florida,UAB,0
98,Loyola Marymount,Pepperdine,1
98,Dayton,Davidson,1
98,Marshall,James Madison,1
98,George Washington,Duquesne,1
98,Bowling Green,Kent St.,1
98,UNC Wilmington,Northeastern,1
98,Sacramento St.,Texas St.,0
98,VCU,Loyola Chicago,1
98,Iona,Louisville,0
98,Houston Christian,Southeastern Louisiana,1
98,Central Connecticut,Chicago St.,1
98,New Mexico,Samford,0
98,Southern,Tennessee Tech,0
98,Kentucky,Wyoming,0
98,Illinois Chicago,Missouri St.,1
98,Army,Bucknell,1
98,Louisiana Monroe,Louisiana,1
98,Southern Utah,Georgetown,0
98,Mississippi Valley St.,Central Arkansas,0
98,UC Davis,Maryland Eastern Shore,0
98,Eastern Kentucky,Bellarmine,1
98,Cal St. Bakersfield,Milwaukee,0
98,Memphis,Florida Atlantic,1
98,Bryant,Southern Miss,0
98,Lindenwood,Tennessee St.,1
98,SIU Edwardsville,Towson,0
98,UNLV,San Francisco,0
98,St. John's,Mississippi St.,0
98,UT Arlington,Miami FL,0
98,Incarnate Word,Western Michigan,0
98,UCF,Iowa St.,1
98,Denver,IU Indy,0
98,American,Harvard,0
98,South Carolina St.,Cal St. Northridge,0
98,Weber St.,Indiana,0
98,Texas Southern,Bethune Cookman,1
98,Rice,Liberty,0
98,Toledo,Akron,1
98,LSU,Binghamton,0
98,Florida,Youngstown St.,0
99,Old Dominion,Marshall,1
99,Sacred Heart,Montana St.,0
99,Saint Francis,Stephen F. Austin,0
99,Charlotte,Fresno St.,0
99,New Mexico,Air Force,1
99,TCU,Morgan St.,0
99,Radford,Winthrop,1
99,Cal Poly,Bethune Cookman,0
99,Iowa,Incarnate Word,0
99,Dayton,Saint Joseph's,1
99,Loyola Chicago,UC Riverside,0
99,Drexel,American,0
99,North Carolina Central,Queens,0
99,Tennessee Martin,UTSA,0
99,Lamar,West Georgia,0
99,Southern Utah,Detroit Mercy,0
99,Fordham,VCU,1
99,Lafayette,Seton Hall,0
99,UCF,Sacramento St.,0
99,Valparaiso,Northern Arizona,0
99,Utah St.,UAB,0
99,Georgia Tech,Virginia,1
99,Northern Colorado,Nebraska,0
99,Pacific,Oregon St.,1
99,Arkansas Pine Bluff,Tulsa,0
99,Portland St.,Charleston Southern,0
99,Northern Kentucky,Wright St.,1
99,Northern Illinois,Ball St.,1
99,Eastern Michigan,Kent St.,1
99,East Carolina,Southern Miss,0
99,Duke,Wake Forest,1
99,Stanford,Notre Dame,1
99,La Salle,UNC Greensboro,0
99,South Dakota St.,St. Thomas,1
99,Kennesaw St.,Alabama,0
99,Hampton,Harvard,0
99,Southern Indiana,USC Upstate,0
99,Grand Canyon,Bradley,0
99,Le Moyne,Stonehill,1
99,Marquette,Providence,1
99,Santa Clara,DePaul,0
99,Southeastern Louisiana,Texas A&M Corpus Chris,1
99,Evansville,Tulane,0
99,Missouri,South Carolina,1
99,Jacksonville St.,FIU,1
99,Marist,Jackson St.,0
